epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
38,228.491,0.40249,9.14495,0,0.29577,0.94263,0.96672,1,0.99336,0.93496,0,0,0,0,0.38837,7.8253,0,0.23773,0.91064,0.00556044,0.00185348,0.00556044,0.00185348,0.00556044,0.00185348,0.00556044,0.00185348
39,233.984,0.41609,9.13842,0,0.29207,0.96267,0.97928,0.98333,0.99336,0.93002,0,0,0,0,0.39108,7.7476,0,0.23476,0.90938,0.00554856,0.00184952,0.00554856,0.00184952,0.00554856,0.00184952,0.00554856,0.00184952
40,239.49,0.423,9.01556,0,0.2944,0.9552,0.96642,1,0.99434,0.94902,0,0,0,0,0.36552,7.53994,0,0.22462,0.8834,0.00553668,0.00184556,0.00553668,0.00184556,0.00553668,0.00184556,0.00553668,0.00184556
41,244.775,0.42135,9.08762,0,0.30008,0.95605,0.96586,1,0.99285,0.93657,0,0,0,0,0.37716,7.57271,0,0.22772,0.8844,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
42,250.412,0.43443,8.97856,0,0.29756,0.96936,0.96772,0.99922,0.99352,0.94159,0,0,0,0,0.36647,7.39799,0,0.24478,0.88205,0.00551292,0.00183764,0.00551292,0.00183764,0.00551292,0.00183764,0.00551292,0.00183764
43,256.603,0.41446,8.80269,0,0.29152,0.95335,0.9677,0.99874,0.99403,0.95193,0,0,0,0,0.36248,7.60443,0,0.24703,0.88252,0.00550104,0.00183368,0.00550104,0.00183368,0.00550104,0.00183368,0.00550104,0.00183368
44,263.403,0.40812,8.87099,0,0.28708,0.951,0.96631,1,0.99339,0.94589,0,0,0,0,0.36177,7.36045,0,0.23661,0.87769,0.00548916,0.00182972,0.00548916,0.00182972,0.00548916,0.00182972,0.00548916,0.00182972
45,268.943,0.4069,8.77024,0,0.28137,0.95661,0.96693,1,0.99369,0.94455,0,0,0,0,0.35664,7.16108,0,0.23055,0.88656,0.00547728,0.00182576,0.00547728,0.00182576,0.00547728,0.00182576,0.00547728,0.00182576
46,275.464,0.41617,8.80196,0,0.28856,0.95949,0.96771,0.99906,0.99301,0.94855,0,0,0,0,0.35217,6.97922,0,0.23608,0.87515,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218,0.0054654,0.0018218
47,280.733,0.40546,8.6808,0,0.27922,0.95138,0.98329,0.98051,0.99286,0.94588,0,0,0,0,0.34597,6.94875,0,0.23719,0.867,0.00545352,0.00181784,0.00545352,0.00181784,0.00545352,0.00181784,0.00545352,0.00181784
48,286.397,0.43819,8.79334,0,0.29791,0.95861,0.96774,0.99985,0.99403,0.9374,0,0,0,0,0.36404,7.34287,0,0.22531,0.87981,0.00544164,0.00181388,0.00544164,0.00181388,0.00544164,0.00181388,0.00544164,0.00181388
49,291.811,0.41475,8.68882,0,0.28365,0.96237,0.95125,1,0.99302,0.93998,0,0,0,0,0.35984,6.79221,0,0.23203,0.88055,0.00542976,0.00180992,0.00542976,0.00180992,0.00542976,0.00180992,0.00542976,0.00180992
50,297.533,0.40802,8.61673,0,0.27657,0.94777,0.96769,0.99828,0.99352,0.94745,0,0,0,0,0.36078,6.6967,0,0.22754,0.88352,0.00541788,0.00180596,0.00541788,0.00180596,0.00541788,0.00180596,0.00541788,0.00180596
51,302.871,0.42371,8.59056,0,0.27558,0.95958,0.96671,1,0.99434,0.94409,0,0,0,0,0.36294,6.85911,0,0.21472,0.88482,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
52,308.612,0.40744,8.4528,0,0.27902,0.93969,0.96774,0.9998,0.99339,0.94964,0.01725,0.01667,0.00609,0.00061,0.34356,6.72685,0,0.21489,0.86822,0.00539412,0.00179804,0.00539412,0.00179804,0.00539412,0.00179804,0.00539412,0.00179804
53,314.775,0.41834,8.50675,0,0.28575,0.95205,0.96694,1,0.98979,0.94555,0,0,0,0,0.34297,6.84914,0,0.21948,0.8609,0.00538224,0.00179408,0.00538224,0.00179408,0.00538224,0.00179408,0.00538224,0.00179408
54,321.275,0.40503,8.4705,0,0.28519,0.94305,0.96665,1,0.99351,0.93736,0,0,0,0,0.34455,6.70256,0,0.22052,0.87199,0.00537036,0.00179012,0.00537036,0.00179012,0.00537036,0.00179012,0.00537036,0.00179012
55,326.781,0.40851,8.42808,0,0.27532,0.95139,0.96672,1,0.99369,0.95562,0,0,0,0,0.33981,6.58954,0,0.22123,0.85903,0.00535848,0.00178616,0.00535848,0.00178616,0.00535848,0.00178616,0.00535848,0.00178616
56,332.444,0.3952,8.41182,0,0.27179,0.94188,0.96723,1,0.99339,0.93644,0,0,0,0,0.35085,6.58238,0,0.21642,0.8736,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
57,338.899,0.39488,8.35304,0,0.27617,0.94285,0.96683,1,0.99268,0.94091,0,0,0,0,0.34108,6.81196,0,0.22574,0.86042,0.00533472,0.00177824,0.00533472,0.00177824,0.00533472,0.00177824,0.00533472,0.00177824
58,344.522,0.41854,8.28535,0,0.28467,0.95827,0.96683,1,0.99306,0.93196,0,0,0,0,0.35799,6.56453,0,0.22177,0.87989,0.00532284,0.00177428,0.00532284,0.00177428,0.00532284,0.00177428,0.00532284,0.00177428
59,350.002,0.406,8.27971,0,0.28511,0.95279,0.96718,1,0.99384,0.9456,0,0,0,0,0.3532,6.56006,0,0.21575,0.87354,0.00531096,0.00177032,0.00531096,0.00177032,0.00531096,0.00177032,0.00531096,0.00177032
60,355.631,0.40881,8.32262,0,0.28594,0.94004,0.96623,0.98333,0.99387,0.95122,0.01734,0.01667,0.00646,0.00065,0.34697,6.49941,0,0.24176,0.86504,0.00529908,0.00176636,0.00529908,0.00176636,0.00529908,0.00176636,0.00529908,0.00176636
61,361.036,0.39262,8.27556,0,0.27196,0.94421,0.96609,0.98333,0.99321,0.94961,0.01643,0.01667,0.00621,0.00062,0.35489,6.48874,0,0.24289,0.88037,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
62,366.711,0.39542,8.2328,0,0.27594,0.94498,0.96773,0.99949,0.99008,0.93919,0.04916,0.05,0.02369,0.00237,0.34715,6.42293,0,0.22938,0.86563,0.00527532,0.00175844,0.00527532,0.00175844,0.00527532,0.00175844,0.00527532,0.00175844
63,372.012,0.40442,8.11153,0,0.27587,0.95784,0.96771,0.999,0.99008,0.9577,0.03345,0.03333,0.01313,0.00131,0.3386,6.40251,0,0.22923,0.86271,0.00526344,0.00175448,0.00526344,0.00175448,0.00526344,0.00175448,0.00526344,0.00175448
64,377.598,0.40095,8.17948,0,0.27114,0.94056,0.9677,0.99864,0.99149,0.95376,0.01683,0.01667,0.0055,0.00055,0.35081,6.36559,0,0.24142,0.8592,0.00525156,0.00175052,0.00525156,0.00175052,0.00525156,0.00175052,0.00525156,0.00175052
65,383.11,0.38996,8.09016,0,0.26918,0.94413,0.96771,0.99891,0.99369,0.93616,0.05077,0.05,0.01874,0.00187,0.36836,6.23539,0,0.23734,0.88511,0.00523968,0.00174656,0.00523968,0.00174656,0.00523968,0.00174656,0.00523968,0.00174656
66,388.737,0.39716,8.02308,0,0.27158,0.94424,0.9668,1,0.99099,0.93985,0.03321,0.03333,0.01137,0.00114,0.3453,6.15614,0,0.22635,0.86534,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
67,394.001,0.37367,7.94681,0,0.26638,0.9251,0.96686,1,0.99159,0.94006,0.03251,0.03333,0.01898,0.0019,0.34134,6.16824,0,0.22271,0.86117,0.00521592,0.00173864,0.00521592,0.00173864,0.00521592,0.00173864,0.00521592,0.00173864
68,399.995,0.40221,7.99289,0,0.27561,0.94758,0.96768,0.99817,0.99153,0.95399,0.03354,0.03333,0.01848,0.00185,0.32828,6.22068,0,0.22368,0.85177,0.00520404,0.00173468,0.00520404,0.00173468,0.00520404,0.00173468,0.00520404,0.00173468
69,405.536,0.39998,7.96291,0,0.2783,0.94582,0.95231,0.99847,0.9927,0.94805,0.04983,0.05,0.01879,0.00188,0.35429,6.25165,0,0.2339,0.86816,0.00519216,0.00173072,0.00519216,0.00173072,0.00519216,0.00173072,0.00519216,0.00173072
70,411.273,0.38422,7.95571,0,0.26096,0.94146,0.9677,0.99867,0.99253,0.94754,0.06569,0.06667,0.03171,0.00317,0.35769,6.10917,0,0.22958,0.88095,0.00518028,0.00172676,0.00518028,0.00172676,0.00518028,0.00172676,0.00518028,0.00172676
71,416.595,0.38254,7.86795,0,0.2652,0.93952,0.96769,1,0.99352,0.94812,0.04916,0.05,0.02044,0.00204,0.35353,6.24613,0,0.23245,0.86939,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
72,422.366,0.38366,7.8336,0,0.26518,0.93753,0.96772,0.99923,0.99145,0.93247,0.06654,0.06667,0.02819,0.00282,0.36304,6.22705,0,0.24164,0.88127,0.00515652,0.00171884,0.00515652,0.00171884,0.00515652,0.00171884,0.00515652,0.00171884
73,427.964,0.38756,7.85347,0,0.27244,0.93376,0.96772,0.99918,0.98958,0.93475,0.05103,0.05,0.02061,0.00206,0.35991,6.04011,0,0.24273,0.8896,0.00514464,0.00171488,0.00514464,0.00171488,0.00514464,0.00171488,0.00514464,0.00171488
74,433.763,0.38758,7.76151,0,0.26251,0.93155,0.96721,1,0.98996,0.94342,0.05013,0.05,0.02532,0.00253,0.37431,6.14849,0,0.24088,0.89682,0.00513276,0.00171092,0.00513276,0.00171092,0.00513276,0.00171092,0.00513276,0.00171092
75,439.088,0.37509,7.68297,0,0.26062,0.92457,0.96771,0.99892,0.99061,0.95188,0.06655,0.06667,0.04029,0.00403,0.34151,6.16103,0,0.24116,0.86609,0.00512088,0.00170696,0.00512088,0.00170696,0.00512088,0.00170696,0.00512088,0.00170696
76,444.743,0.35969,7.74092,0,0.25768,0.92748,0.96716,0.98157,0.98836,0.94706,0.01679,0.01667,0.00582,0.00058,0.34854,6.09299,0,0.24504,0.87985,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
77,450.348,0.36317,7.66561,0,0.25824,0.93295,0.9671,0.97992,0.98711,0.93358,0.08325,0.08333,0.04364,0.00436,0.36321,6.17608,0,0.25062,0.89344,0.00509712,0.00169904,0.00509712,0.00169904,0.00509712,0.00169904,0.00509712,0.00169904
78,456.133,0.36633,7.64976,0,0.26012,0.92213,0.9626,0.98333,0.99171,0.94004,0.09833,0.1,0.04596,0.0046,0.36565,6.06476,0,0.25376,0.88886,0.00508524,0.00169508,0.00508524,0.00169508,0.00508524,0.00169508,0.00508524,0.00169508
79,461.712,0.39205,7.74802,0,0.27525,0.94319,0.96201,0.98333,0.99255,0.94122,0.13106,0.13333,0.07448,0.00794,0.36428,5.92161,0,0.2563,0.88132,0.00507336,0.00169112,0.00507336,0.00169112,0.00507336,0.00169112,0.00507336,0.00169112
80,467.52,0.37674,7.68142,0,0.26759,0.92701,0.96457,0.98333,0.99286,0.93712,0.08187,0.08333,0.04238,0.00485,0.36558,5.90702,0,0.24328,0.88048,0.00506148,0.00168716,0.00506148,0.00168716,0.00506148,0.00168716,0.00506148,0.00168716
81,473.278,0.39133,7.71755,0,0.27579,0.94387,0.9671,0.97994,0.99068,0.9569,0.10298,0.1,0.0501,0.00564,0.33603,5.95502,0,0.24835,0.85935,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
82,479.18,0.3667,7.64586,0,0.25416,0.93136,0.96231,0.98333,0.99306,0.94809,0.09844,0.1,0.04056,0.00406,0.33701,5.87357,0,0.23189,0.86448,0.00503772,0.00167924,0.00503772,0.00167924,0.00503772,0.00167924,0.00503772,0.00167924
83,484.806,0.37603,7.62996,0,0.26835,0.92685,0.96472,0.98333,0.99128,0.94136,0.11721,0.11667,0.05696,0.0057,0.3494,6.03507,0,0.23871,0.8535,0.00502584,0.00167528,0.00502584,0.00167528,0.00502584,0.00167528,0.00502584,0.00167528
84,490.665,0.39992,7.63571,0,0.27802,0.94418,0.96277,0.98333,0.99021,0.93466,0.11778,0.11667,0.05467,0.00603,0.35706,5.84723,0,0.24528,0.87925,0.00501396,0.00167132,0.00501396,0.00167132,0.00501396,0.00167132,0.00501396,0.00167132
85,496.279,0.3763,7.59068,0,0.26598,0.93285,0.96293,0.98333,0.98978,0.9367,0.10172,0.1,0.05813,0.00638,0.35538,5.97058,0,0.24198,0.88194,0.00500208,0.00166736,0.00500208,0.00166736,0.00500208,0.00166736,0.00500208,0.00166736
86,502.142,0.38495,7.56853,0,0.26985,0.93439,0.96673,0.98333,0.9939,0.95027,0.08388,0.08333,0.03466,0.00347,0.34358,5.97757,0,0.22136,0.86269,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
87,507.72,0.37086,7.46569,0,0.25351,0.93306,0.97999,0.98333,0.9939,0.94791,0.12163,0.11667,0.0554,0.00612,0.34123,5.86687,0,0.21591,0.86693,0.00497832,0.00165944,0.00497832,0.00165944,0.00497832,0.00165944,0.00497832,0.00165944
88,514.278,0.3836,7.44346,0,0.26209,0.94565,0.97929,0.96667,0.99265,0.94884,0.13558,0.13333,0.0593,0.00593,0.3586,5.74159,0,0.23338,0.88215,0.00496644,0.00165548,0.00496644,0.00165548,0.00496644,0.00165548,0.00496644,0.00165548
89,519.673,0.389,7.58129,0,0.26942,0.94676,0.95146,0.98006,0.98944,0.93947,0.19406,0.18333,0.09101,0.0091,0.35279,5.81028,0,0.2535,0.88325,0.00495456,0.00165152,0.00495456,0.00165152,0.00495456,0.00165152,0.00495456,0.00165152
90,525.937,0.37777,7.51243,0,0.25841,0.94063,0.96718,0.98226,0.98947,0.9445,0.08332,0.08333,0.05592,0.00628,0.35671,5.91706,0,0.25618,0.88179,0.00494268,0.00164756,0.00494268,0.00164756,0.00494268,0.00164756,0.00494268,0.00164756
91,531.326,0.37244,7.46376,0,0.26494,0.93076,0.9653,0.98333,0.98604,0.93607,0.19939,0.2,0.109,0.0109,0.34858,5.75371,0,0.27279,0.88132,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
92,537.228,0.37526,7.42364,0,0.25862,0.948,0.96174,0.98333,0.9882,0.92292,0.19941,0.2,0.14171,0.01471,0.36627,5.61751,0,0.26404,0.89273,0.00491892,0.00163964,0.00491892,0.00163964,0.00491892,0.00163964,0.00491892,0.00163964
93,543.397,0.35863,7.28588,0,0.25421,0.93135,0.98056,0.98333,0.98942,0.93076,0.20213,0.2,0.11583,0.01158,0.35658,5.6845,0,0.24975,0.88127,0.00490704,0.00163568,0.00490704,0.00163568,0.00490704,0.00163568,0.00490704,0.00163568
94,549.279,0.36467,7.33135,0,0.25332,0.93497,0.96695,0.98333,0.9925,0.94036,0.05066,0.05,0.01925,0.00193,0.35471,5.93468,0,0.24041,0.87084,0.00489516,0.00163172,0.00489516,0.00163172,0.00489516,0.00163172,0.00489516,0.00163172
95,554.967,0.39514,7.40003,0,0.26251,0.94935,0.96912,0.98333,0.99336,0.94607,0.25206,0.25,0.19061,0.02079,0.33448,5.64456,0,0.20722,0.87011,0.00488328,0.00162776,0.00488328,0.00162776,0.00488328,0.00162776,0.00488328,0.00162776
96,561.495,0.37993,7.39301,0,0.2671,0.94016,0.96771,0.99888,0.99351,0.93246,0.29969,0.3,0.17665,0.01807,0.35329,5.60708,0,0.20624,0.88928,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
97,567.427,0.35699,7.21091,0,0.25643,0.92761,0.96772,0.99938,0.99384,0.93804,0.23251,0.23333,0.1046,0.01081,0.35353,5.65816,0,0.21412,0.88911,0.00485952,0.00161984,0.00485952,0.00161984,0.00485952,0.00161984,0.00485952,0.00161984
98,573.121,0.37194,7.32458,0,0.25753,0.93363,0.98157,0.98333,0.99423,0.9393,0.21993,0.21667,0.11735,0.01214,0.35862,5.67626,0,0.21509,0.89518,0.00484764,0.00161588,0.00484764,0.00161588,0.00484764,0.00161588,0.00484764,0.00161588
99,578.536,0.36544,7.32273,0,0.24985,0.92711,0.96678,0.98333,0.99317,0.93651,0.22947,0.23333,0.12776,0.01321,0.35385,5.70872,0,0.22238,0.88504,0.00483576,0.00161192,0.00483576,0.00161192,0.00483576,0.00161192,0.00483576,0.00161192
100,584.165,0.36338,7.32833,0,0.25477,0.92464,0.96606,0.98333,0.99253,0.94263,0.16389,0.16667,0.09999,0.01257,0.35436,5.72871,0,0.2228,0.89348,0.00482388,0.00160796,0.00482388,0.00160796,0.00482388,0.00160796,0.00482388,0.00160796
101,589.57,0.37969,7.34422,0,0.25996,0.94583,0.96702,0.98333,0.99419,0.94356,0.18109,0.18333,0.10647,0.01401,0.35239,5.64423,0,0.22011,0.90185,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
102,595.31,0.37179,7.32097,0,0.26345,0.9358,0.96696,0.98333,0.99202,0.9365,0.32887,0.33333,0.20752,0.0226,0.35001,5.54668,0,0.21311,0.9049,0.00480012,0.00160004,0.00480012,0.00160004,0.00480012,0.00160004,0.00480012,0.00160004
103,600.69,0.34962,7.20176,0,0.24689,0.9194,0.98323,0.97744,0.99112,0.93982,0.21971,0.21667,0.12004,0.01263,0.36501,5.59229,0,0.22313,0.90066,0.00478824,0.00159608,0.00478824,0.00159608,0.00478824,0.00159608,0.00478824,0.00159608
104,606.605,0.36807,7.26096,0,0.25917,0.9294,0.96771,0.99901,0.99151,0.9418,0.21636,0.21667,0.13635,0.01363,0.34216,5.69808,0,0.20886,0.88362,0.00477636,0.00159212,0.00477636,0.00159212,0.00477636,0.00159212,0.00477636,0.00159212
