epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
105,611.914,0.36576,7.24476,0,0.24789,0.92466,0.96772,0.99941,0.99268,0.94613,0.36328,0.36667,0.26413,0.02821,0.32746,5.51781,0,0.20605,0.86981,0.00476448,0.00158816,0.00476448,0.00158816,0.00476448,0.00158816,0.00476448,0.00158816
106,617.598,0.37501,7.27,0,0.26595,0.93844,0.96771,0.99895,0.99268,0.95325,0.18616,0.18333,0.10334,0.0128,0.32652,5.58588,0,0.21215,0.86031,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
107,622.995,0.35566,7.10461,0,0.25047,0.91753,0.96771,0.99894,0.99285,0.9474,0.35396,0.35,0.27452,0.03077,0.33014,5.48271,0,0.21137,0.86543,0.00474072,0.00158024,0.00474072,0.00158024,0.00474072,0.00158024,0.00474072,0.00158024
108,628.68,0.38529,7.28942,0,0.25845,0.93999,0.96642,0.98333,0.99287,0.93798,0.33454,0.33333,0.23446,0.02541,0.33974,5.51603,0,0.22175,0.87755,0.00472884,0.00157628,0.00472884,0.00157628,0.00472884,0.00157628,0.00472884,0.00157628
109,634.046,0.36561,7.15716,0,0.26093,0.93665,0.96632,0.98333,0.99275,0.94714,0.48111,0.48333,0.37004,0.04253,0.33813,5.37091,0,0.23125,0.86905,0.00471696,0.00157232,0.00471696,0.00157232,0.00471696,0.00157232,0.00471696,0.00157232
110,639.72,0.3692,7.19895,0,0.2581,0.93224,0.96635,0.98333,0.98998,0.94365,0.28684,0.28333,0.17204,0.0183,0.33639,5.49336,0,0.23568,0.86481,0.00470508,0.00156836,0.00470508,0.00156836,0.00470508,0.00156836,0.00470508,0.00156836
111,645.023,0.36003,7.10838,0,0.24903,0.93841,0.96645,0.98333,0.99321,0.94757,0.50804,0.51667,0.47219,0.05158,0.32526,5.37682,0,0.22412,0.86828,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
112,650.643,0.35201,7.18021,0,0.24254,0.9174,0.96772,0.9993,0.99339,0.94329,0.29496,0.3,0.22182,0.02464,0.32777,5.55684,0,0.22522,0.86897,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044,0.00468132,0.00156044
113,655.957,0.36046,7.19361,0,0.24579,0.93368,0.96749,1,0.99306,0.94799,0.47508,0.48333,0.44499,0.04928,0.33323,5.31742,0,0.21954,0.87246,0.00466944,0.00155648,0.00466944,0.00155648,0.00466944,0.00155648,0.00466944,0.00155648
114,661.559,0.35533,7.1095,0,0.24151,0.9312,0.96682,1,0.99071,0.95044,0.43541,0.45,0.4439,0.05206,0.33202,5.36225,0,0.21095,0.85682,0.00465756,0.00155252,0.00465756,0.00155252,0.00465756,0.00155252,0.00465756,0.00155252
115,666.934,0.36581,7.01611,0,0.25338,0.93243,0.96681,1,0.99159,0.94717,0.39118,0.4,0.35222,0.04385,0.34309,5.37566,0,0.21318,0.87639,0.00464568,0.00154856,0.00464568,0.00154856,0.00464568,0.00154856,0.00464568,0.00154856
116,672.544,0.38691,7.14165,0,0.25963,0.93848,0.96771,0.99889,0.98905,0.94374,0.54036,0.55,0.50705,0.05915,0.36078,5.23634,0,0.22985,0.89294,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
117,678.167,0.35352,7.03147,0,0.24339,0.9209,0.96504,1,0.99123,0.95457,0.45533,0.46667,0.39882,0.04533,0.35295,5.30658,0,0.22074,0.8942,0.00462192,0.00154064,0.00462192,0.00154064,0.00462192,0.00154064,0.00462192,0.00154064
118,683.787,0.36196,7.0545,0,0.24913,0.93565,0.96774,0.99987,0.99099,0.95434,0.47452,0.48333,0.42242,0.05263,0.343,5.23942,0,0.22571,0.88271,0.00461004,0.00153668,0.00461004,0.00153668,0.00461004,0.00153668,0.00461004,0.00153668
119,689.15,0.34732,6.95568,0,0.24484,0.91707,0.96688,1,0.99016,0.94097,0.39249,0.4,0.27728,0.03608,0.35168,5.2943,0,0.23022,0.89469,0.00459816,0.00153272,0.00459816,0.00153272,0.00459816,0.00153272,0.00459816,0.00153272
120,694.803,0.34898,6.91527,0,0.2444,0.92395,0.96583,0.98333,0.98936,0.93761,0.42596,0.43333,0.29353,0.03217,0.34318,5.31054,0,0.22802,0.88354,0.00458628,0.00152876,0.00458628,0.00152876,0.00458628,0.00152876,0.00458628,0.00152876
121,700.189,0.35511,6.95325,0,0.2452,0.91999,0.96766,0.99747,0.98945,0.94173,0.67675,0.69789,0.63339,0.07288,0.35729,5.20739,0,0.23333,0.90152,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
122,705.747,0.36564,6.94581,0,0.25525,0.92568,0.96585,1,0.99321,0.94465,0.59546,0.61667,0.54409,0.06303,0.3596,5.14418,0,0.22832,0.89885,0.00456252,0.00152084,0.00456252,0.00152084,0.00456252,0.00152084,0.00456252,0.00152084
123,711.077,0.34923,6.90778,0,0.24614,0.92,0.96686,1,0.99287,0.9476,0.59609,0.61667,0.49282,0.0625,0.34263,5.14906,0,0.22326,0.88054,0.00455064,0.00151688,0.00455064,0.00151688,0.00455064,0.00151688,0.00455064,0.00151688
124,716.717,0.36053,6.91974,0,0.26178,0.93838,0.96624,0.98333,0.99056,0.94215,0.55525,0.54106,0.46043,0.0547,0.3355,5.17191,0,0.23512,0.85818,0.00453876,0.00151292,0.00453876,0.00151292,0.00453876,0.00151292,0.00453876,0.00151292
125,722.212,0.36462,6.88997,0,0.25201,0.92634,0.96771,0.99907,0.99268,0.93573,0.60647,0.61667,0.57877,0.07747,0.36116,5.03459,0,0.22636,0.89253,0.00452688,0.00150896,0.00452688,0.00150896,0.00452688,0.00150896,0.00452688,0.00150896
126,727.816,0.34904,6.81246,0,0.24068,0.9194,0.96774,0.99989,0.99183,0.95105,0.66086,0.68333,0.64627,0.09293,0.34435,4.98024,0,0.20907,0.87845,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
127,733.01,0.3673,6.89377,0,0.24565,0.92421,0.9677,0.99873,0.98887,0.96227,0.54097,0.55,0.48637,0.05729,0.32466,5.18901,0,0.20891,0.85775,0.00450312,0.00150104,0.00450312,0.00150104,0.00450312,0.00150104,0.00450312,0.00150104
128,738.728,0.3491,6.87076,0,0.24857,0.92195,0.96622,0.98333,0.98928,0.95487,0.61492,0.61667,0.59795,0.07819,0.33179,5.06551,0,0.22697,0.85585,0.00449124,0.00149708,0.00449124,0.00149708,0.00449124,0.00149708,0.00449124,0.00149708
129,744.368,0.36272,6.85856,0,0.25533,0.93932,0.96633,0.98333,0.99353,0.94891,0.54923,0.55,0.43659,0.0562,0.35714,5.11964,0,0.22434,0.88956,0.00447936,0.00149312,0.00447936,0.00149312,0.00447936,0.00149312,0.00447936,0.00149312
130,749.984,0.34681,6.73795,0,0.23907,0.92673,0.96655,1,0.99434,0.93958,0.58785,0.58333,0.52166,0.06673,0.35223,5.06921,0,0.21081,0.89616,0.00446748,0.00148916,0.00446748,0.00148916,0.00446748,0.00148916,0.00446748,0.00148916
131,755.36,0.34458,6.64042,0,0.23833,0.92557,0.95084,1,0.99099,0.92562,0.47676,0.46667,0.36966,0.04687,0.3513,5.17618,0,0.21209,0.86949,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
132,760.993,0.3672,6.85926,0,0.25375,0.94185,0.95237,0.9997,0.99025,0.93721,0.61558,0.61389,0.55284,0.06907,0.34458,5.05753,0,0.23188,0.87625,0.00444372,0.00148124,0.00444372,0.00148124,0.00444372,0.00148124,0.00444372,0.00148124
133,766.289,0.33597,6.59761,0,0.23001,0.91734,0.96772,0.99937,0.99068,0.95032,0.65715,0.65,0.62698,0.08469,0.34188,4.95842,0,0.22216,0.88279,0.00443184,0.00147728,0.00443184,0.00147728,0.00443184,0.00147728,0.00443184,0.00147728
134,771.885,0.35005,6.72403,0,0.2421,0.92909,0.9676,1,0.99287,0.94753,0.63887,0.65,0.60509,0.07681,0.35129,4.95996,0,0.2235,0.89634,0.00441996,0.00147332,0.00441996,0.00147332,0.00441996,0.00147332,0.00441996,0.00147332
135,777.211,0.34711,6.75948,0,0.23948,0.92575,0.9668,1,0.99271,0.93654,0.67675,0.7,0.67436,0.0887,0.35162,4.94088,0,0.2144,0.89694,0.00440808,0.00146936,0.00440808,0.00146936,0.00440808,0.00146936,0.00440808,0.00146936
136,782.814,0.35494,6.69248,0,0.24596,0.92091,0.96612,0.98333,0.98682,0.92863,0.70412,0.71667,0.6879,0.0995,0.36368,4.88684,0,0.22325,0.89929,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
137,788.237,0.34839,6.557,0,0.23704,0.93028,0.96623,0.98333,0.98758,0.94358,0.60642,0.61667,0.58561,0.07965,0.34561,4.95404,0,0.24508,0.88095,0.00438432,0.00146144,0.00438432,0.00146144,0.00438432,0.00146144,0.00438432,0.00146144
138,793.87,0.33749,6.56434,0,0.23158,0.91589,0.96565,0.98333,0.98984,0.94671,0.63195,0.63333,0.6114,0.0799,0.35128,4.9434,0,0.24294,0.8947,0.00437244,0.00145748,0.00437244,0.00145748,0.00437244,0.00145748,0.00437244,0.00145748
139,799.286,0.33102,6.49078,0,0.23198,0.91263,0.9666,0.98333,0.9861,0.93383,0.72612,0.71667,0.67555,0.10352,0.32993,4.85884,0,0.25359,0.87811,0.00436056,0.00145352,0.00436056,0.00145352,0.00436056,0.00145352,0.00436056,0.00145352
140,804.916,0.35091,6.64115,0,0.23857,0.926,0.96639,0.98333,0.9906,0.94152,0.69964,0.7,0.69789,0.09278,0.33171,4.91158,0,0.23923,0.87783,0.00434868,0.00144956,0.00434868,0.00144956,0.00434868,0.00144956,0.00434868,0.00144956
141,810.517,0.33649,6.56469,0,0.23946,0.91998,0.96733,1,0.99306,0.94487,0.62639,0.63333,0.66581,0.08569,0.32235,4.92702,0,0.20728,0.86894,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
142,816.252,0.33632,6.47318,0,0.232,0.91376,0.96723,1,0.99287,0.94603,0.66848,0.66667,0.72607,0.09109,0.32887,4.88037,0,0.2048,0.86932,0.00432492,0.00144164,0.00432492,0.00144164,0.00432492,0.00144164,0.00432492,0.00144164
143,821.594,0.35474,6.59085,0,0.24329,0.93454,0.96543,1,0.99201,0.94255,0.78623,0.79694,0.83181,0.13341,0.34052,4.70574,0,0.22109,0.88031,0.00431304,0.00143768,0.00431304,0.00143768,0.00431304,0.00143768,0.00431304,0.00143768
144,827.207,0.34749,6.53708,0,0.23962,0.92214,0.96648,1,0.99032,0.95034,0.53745,0.55,0.458,0.05711,0.34452,4.95076,0,0.21336,0.86754,0.00430116,0.00143372,0.00430116,0.00143372,0.00430116,0.00143372,0.00430116,0.00143372
145,832.607,0.34255,6.43453,0,0.23521,0.92987,0.9663,1,0.99149,0.95185,0.73179,0.75,0.72319,0.09846,0.32633,4.76814,0,0.21238,0.85425,0.00428928,0.00142976,0.00428928,0.00142976,0.00428928,0.00142976,0.00428928,0.00142976
146,838.216,0.33575,6.48043,0,0.23106,0.90824,0.95117,1,0.99066,0.94954,0.6553,0.66667,0.66727,0.09079,0.33403,4.84283,0,0.22232,0.86243,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
147,843.591,0.33311,6.44706,0,0.22619,0.91414,0.95231,0.99849,0.99124,0.94569,0.69908,0.68333,0.68113,0.09853,0.3456,4.86084,0,0.24261,0.87274,0.00426552,0.00142184,0.00426552,0.00142184,0.00426552,0.00142184,0.00426552,0.00142184
148,849.234,0.34044,6.5221,0,0.23782,0.9176,0.95233,0.99887,0.99183,0.94236,0.68295,0.68333,0.68919,0.09354,0.34898,4.7801,0,0.23217,0.87557,0.00425364,0.00141788,0.00425364,0.00141788,0.00425364,0.00141788,0.00425364,0.00141788
149,854.604,0.33294,6.41309,0,0.22655,0.90965,0.95184,1,0.99369,0.93951,0.74539,0.78333,0.78933,0.14138,0.34357,4.61008,0,0.21968,0.88014,0.00424176,0.00141392,0.00424176,0.00141392,0.00424176,0.00141392,0.00424176,0.00141392
150,860.268,0.33398,6.34429,0,0.23116,0.91317,0.96365,1,0.99172,0.95264,0.70659,0.73333,0.7062,0.12752,0.33373,4.69307,0,0.20998,0.87145,0.00422988,0.00140996,0.00422988,0.00140996,0.00422988,0.00140996,0.00422988,0.00140996
151,865.616,0.33432,6.42322,0,0.23395,0.91587,0.96763,0.99647,0.99351,0.95684,0.71186,0.71667,0.7446,0.11889,0.33747,4.70125,0,0.2107,0.87864,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
152,871.239,0.33318,6.37772,0,0.22848,0.92051,0.95233,0.99892,0.99353,0.95075,0.76932,0.75,0.80968,0.13878,0.33626,4.59024,0,0.20904,0.89508,0.00420612,0.00140204,0.00420612,0.00140204,0.00420612,0.00140204,0.00420612,0.00140204
153,876.794,0.33891,6.41329,0,0.24489,0.92304,0.95231,0.99851,0.99353,0.94394,0.79166,0.78333,0.8073,0.1213,0.34483,4.69182,0,0.21386,0.90546,0.00419424,0.00139808,0.00419424,0.00139808,0.00419424,0.00139808,0.00419424,0.00139808
154,882.574,0.32468,6.36311,0,0.22574,0.905,0.98326,0.97883,0.99386,0.94693,0.79217,0.78333,0.80068,0.13317,0.33944,4.59371,0,0.22078,0.90405,0.00418236,0.00139412,0.00418236,0.00139412,0.00418236,0.00139412,0.00418236,0.00139412
155,887.968,0.34744,6.43105,0,0.24327,0.92696,0.95236,0.99945,0.99273,0.95001,0.80806,0.78333,0.79277,0.11993,0.33998,4.60199,0,0.21916,0.90032,0.00417048,0.00139016,0.00417048,0.00139016,0.00417048,0.00139016,0.00417048,0.00139016
156,893.513,0.33949,6.38834,0,0.23099,0.92157,0.96636,1,0.99064,0.94878,0.71673,0.71667,0.69231,0.10461,0.31322,4.64,0,0.2074,0.87678,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
157,898.867,0.33828,6.34523,0,0.23179,0.91787,0.96674,1,0.9868,0.94107,0.70913,0.73333,0.68514,0.12131,0.31876,4.60221,0,0.20156,0.8752,0.00414672,0.00138224,0.00414672,0.00138224,0.00414672,0.00138224,0.00414672,0.00138224
158,904.592,0.32933,6.23089,0,0.22938,0.91285,0.96681,1,0.99101,0.94691,0.78173,0.8,0.81398,0.14,0.32341,4.5353,0,0.19906,0.87455,0.00413484,0.00137828,0.00413484,0.00137828,0.00413484,0.00137828,0.00413484,0.00137828
159,909.921,0.34159,6.28755,0,0.24324,0.92394,0.96773,0.99948,0.99234,0.9622,0.72108,0.73333,0.76565,0.12222,0.32197,4.68564,0,0.21025,0.86486,0.00412296,0.00137432,0.00412296,0.00137432,0.00412296,0.00137432,0.00412296,0.00137432
160,915.502,0.33951,6.28361,0,0.23397,0.91415,0.96628,0.98333,0.99097,0.95333,0.73758,0.75,0.78245,0.13444,0.32111,4.64325,0,0.2264,0.86553,0.00411108,0.00137036,0.00411108,0.00137036,0.00411108,0.00137036,0.00411108,0.00137036
161,920.829,0.34147,6.37635,0,0.23463,0.91839,0.96774,0.99983,0.9878,0.94421,0.80232,0.81667,0.83909,0.14938,0.32809,4.54858,0,0.22217,0.87287,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
162,926.566,0.32514,6.32805,0,0.23343,0.91375,0.9668,1,0.98326,0.93516,0.75302,0.76667,0.73777,0.12707,0.32594,4.59696,0,0.21039,0.87306,0.00408732,0.00136244,0.00408732,0.00136244,0.00408732,0.00136244,0.00408732,0.00136244
163,931.974,0.33023,6.18795,0,0.23051,0.9194,0.96773,0.99974,0.98718,0.95108,0.79555,0.8,0.80327,0.15558,0.3215,4.54863,0,0.2093,0.86985,0.00407544,0.00135848,0.00407544,0.00135848,0.00407544,0.00135848,0.00407544,0.00135848
164,937.698,0.33159,6.17163,0,0.22436,0.9108,0.96771,0.99885,0.98979,0.95165,0.83171,0.83333,0.82683,0.15802,0.33467,4.51975,0,0.22192,0.87505,0.00406356,0.00135452,0.00406356,0.00135452,0.00406356,0.00135452,0.00406356,0.00135452
165,943.118,0.33032,6.2636,0,0.22776,0.91817,0.96771,0.99898,0.98403,0.94827,0.81039,0.81667,0.7824,0.12768,0.3279,4.60286,0,0.22152,0.87591,0.00405168,0.00135056,0.00405168,0.00135056,0.00405168,0.00135056,0.00405168,0.00135056
166,948.957,0.33382,6.19394,0,0.23221,0.91185,0.96772,0.99942,0.98759,0.94936,0.83535,0.85,0.85537,0.14814,0.32272,4.52428,0,0.21306,0.86383,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
167,954.383,0.33006,6.2577,0,0.2306,0.91163,0.96771,0.99886,0.99149,0.95686,0.82241,0.84903,0.86368,0.17083,0.32569,4.46244,0,0.20799,0.87259,0.00402792,0.00134264,0.00402792,0.00134264,0.00402792,0.00134264,0.00402792,0.00134264
168,959.992,0.33561,6.23084,0,0.22723,0.9264,0.95228,0.99791,0.99353,0.95767,0.85422,0.85,0.85578,0.17844,0.33625,4.42497,0,0.20594,0.8921,0.00401604,0.00133868,0.00401604,0.00133868,0.00401604,0.00133868,0.00401604,0.00133868
169,965.381,0.33277,6.14388,0,0.23427,0.90827,0.96502,1,0.99369,0.94559,0.81288,0.81667,0.83266,0.16676,0.33385,4.40072,0,0.21641,0.87934,0.00400416,0.00133472,0.00400416,0.00133472,0.00400416,0.00133472,0.00400416,0.00133472
170,970.911,0.32903,6.11324,0,0.22602,0.92108,0.96256,1,0.99236,0.95201,0.75716,0.78333,0.75143,0.14123,0.32373,4.45983,0,0.21351,0.86124,0.00399228,0.00133076,0.00399228,0.00133076,0.00399228,0.00133076,0.00399228,0.00133076
171,976.232,0.34055,6.29695,0,0.23381,0.92702,0.95101,1,0.99218,0.94139,0.80291,0.81667,0.81254,0.16622,0.34069,4.39513,0,0.22025,0.88406,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
172,981.823,0.3476,6.25811,0,0.23728,0.92329,0.96715,0.98127,0.99238,0.9403,0.80521,0.8,0.80655,0.16949,0.35745,4.41216,0,0.22505,0.91095,0.00396852,0.00132284,0.00396852,0.00132284,0.00396852,0.00132284,0.00396852,0.00132284
173,987.15,0.32085,6.14411,0,0.22673,0.90679,0.96718,0.98243,0.99152,0.94444,0.8212,0.81667,0.8159,0.16835,0.34196,4.37401,0,0.21692,0.8908,0.00395664,0.00131888,0.00395664,0.00131888,0.00395664,0.00131888,0.00395664,0.00131888
174,992.775,0.33676,6.07019,0,0.23159,0.9104,0.95232,0.99869,0.98459,0.93446,0.83147,0.83333,0.82099,0.17318,0.33584,4.33324,0,0.21549,0.88787,0.00394476,0.00131492,0.00394476,0.00131492,0.00394476,0.00131492,0.00394476,0.00131492
175,998.217,0.32352,6.04675,0,0.22165,0.9199,0.96769,0.99835,0.98804,0.95161,0.84793,0.85,0.86469,0.18327,0.32581,4.35494,0,0.21958,0.87468,0.00393288,0.00131096,0.00393288,0.00131096,0.00393288,0.00131096,0.00393288,0.00131096
176,1003.69,0.32702,6.12392,0,0.22171,0.90751,0.95157,1,0.98938,0.95366,0.84652,0.85,0.8676,0.17422,0.32229,4.42493,0,0.21699,0.8778,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
177,1009.04,0.33443,6.08753,0,0.22764,0.90557,0.95232,0.99857,0.98955,0.95263,0.77032,0.78333,0.77624,0.15207,0.32611,4.38452,0,0.2193,0.87692,0.00390912,0.00130304,0.00390912,0.00130304,0.00390912,0.00130304,0.00390912,0.00130304
178,1014.68,0.32815,6.05281,0,0.22624,0.91798,0.95233,0.99896,0.9885,0.95208,0.80309,0.81667,0.80933,0.15686,0.33644,4.35098,0,0.21713,0.89676,0.00389724,0.00129908,0.00389724,0.00129908,0.00389724,0.00129908,0.00389724,0.00129908
179,1020.33,0.32251,5.91377,0,0.21939,0.9034,0.95232,0.99869,0.98662,0.94569,0.79343,0.83223,0.85713,0.18396,0.33628,4.24525,0,0.2193,0.89396,0.00388536,0.00129512,0.00388536,0.00129512,0.00388536,0.00129512,0.00388536,0.00129512
180,1026.3,0.31044,5.84306,0,0.21555,0.90287,0.95232,0.99877,0.98529,0.94458,0.82859,0.83333,0.85491,0.18206,0.33576,4.24906,0,0.22194,0.8931,0.00387348,0.00129116,0.00387348,0.00129116,0.00387348,0.00129116,0.00387348,0.00129116
181,1031.69,0.32363,6.10246,0,0.22725,0.91135,0.96694,0.98333,0.98493,0.94174,0.81454,0.81667,0.80189,0.16469,0.33384,4.29061,0,0.23467,0.89466,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
182,1037.26,0.30868,5.97235,0,0.2169,0.90159,0.96647,0.98333,0.98812,0.94162,0.86419,0.86667,0.88005,0.19181,0.33416,4.21519,0,0.24139,0.89303,0.00384972,0.00128324,0.00384972,0.00128324,0.00384972,0.00128324,0.00384972,0.00128324
183,1042.51,0.33527,6.055,0,0.23741,0.92364,0.96617,0.98333,0.98775,0.94304,0.83968,0.85,0.86564,0.19116,0.33096,4.24142,0,0.22905,0.88706,0.00383784,0.00127928,0.00383784,0.00127928,0.00383784,0.00127928,0.00383784,0.00127928
184,1048.15,0.33282,6.01082,0,0.23553,0.92238,0.95232,0.99872,0.99032,0.95248,0.85176,0.86667,0.89636,0.21321,0.32827,4.13793,0,0.22547,0.86577,0.00382596,0.00127532,0.00382596,0.00127532,0.00382596,0.00127532,0.00382596,0.00127532
185,1053.5,0.32706,5.9968,0,0.22219,0.91081,0.9653,0.98333,0.99186,0.94275,0.78656,0.8,0.81125,0.1665,0.33656,4.31187,0,0.23338,0.86818,0.00381408,0.00127136,0.00381408,0.00127136,0.00381408,0.00127136,0.00381408,0.00127136
186,1059.04,0.31986,5.9066,0,0.21797,0.90225,0.96628,0.98333,0.99222,0.94117,0.83558,0.85,0.89015,0.20077,0.34329,4.14211,0,0.22675,0.88564,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
187,1064.37,0.32333,5.91661,0,0.22758,0.91452,0.96621,0.98333,0.9933,0.95153,0.81917,0.83333,0.87928,0.20213,0.31649,4.12499,0,0.2161,0.86429,0.00379032,0.00126344,0.00379032,0.00126344,0.00379032,0.00126344,0.00379032,0.00126344
188,1069.98,0.30773,5.81427,0,0.22344,0.90556,0.96628,0.98333,0.99076,0.95022,0.85205,0.86667,0.90006,0.19683,0.32988,4.2017,0,0.22457,0.88274,0.00377844,0.00125948,0.00377844,0.00125948,0.00377844,0.00125948,0.00377844,0.00125948
189,1075.29,0.32751,6.05068,0,0.2267,0.91028,0.9661,0.98333,0.99232,0.9573,0.8027,0.81667,0.83498,0.16772,0.32261,4.36465,0,0.22531,0.87687,0.00376656,0.00125552,0.00376656,0.00125552,0.00376656,0.00125552,0.00376656,0.00125552
190,1080.91,0.32998,5.92399,0,0.22959,0.91663,0.96533,0.98333,0.99136,0.94559,0.83444,0.85,0.85576,0.19144,0.32481,4.16263,0,0.22965,0.88758,0.00375468,0.00125156,0.00375468,0.00125156,0.00375468,0.00125156,0.00375468,0.00125156
191,1086.46,0.31904,5.92619,0,0.22953,0.90856,0.96616,0.98333,0.99176,0.94478,0.81902,0.83333,0.85884,0.18156,0.32601,4.16779,0,0.23126,0.87736,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
192,1092.41,0.30847,5.89935,0,0.21341,0.90483,0.9663,0.98333,0.99153,0.94151,0.83549,0.85,0.87027,0.20619,0.32816,4.08932,0,0.23845,0.88193,0.00373092,0.00124364,0.00373092,0.00124364,0.00373092,0.00124364,0.00373092,0.00124364
193,1097.69,0.32751,5.89387,0,0.22645,0.91774,0.96608,0.98333,0.98677,0.93879,0.85137,0.86667,0.87876,0.20041,0.33225,4.07778,0,0.23937,0.88924,0.00371904,0.00123968,0.00371904,0.00123968,0.00371904,0.00123968,0.00371904,0.00123968
194,1103.31,0.33372,5.93529,0,0.22912,0.91925,0.9661,0.98333,0.99064,0.94856,0.85178,0.86667,0.87844,0.19705,0.33564,4.0926,0,0.23414,0.88095,0.00370716,0.00123572,0.00370716,0.00123572,0.00370716,0.00123572,0.00370716,0.00123572
195,1108.7,0.32928,5.86748,0,0.22315,0.91139,0.9658,0.98333,0.99151,0.94501,0.86774,0.88333,0.89959,0.20089,0.33425,4.10668,0,0.21624,0.88587,0.00369528,0.00123176,0.00369528,0.00123176,0.00369528,0.00123176,0.00369528,0.00123176
196,1114.23,0.31993,5.84634,0,0.22643,0.90745,0.96611,0.98333,0.99009,0.94244,0.83511,0.85,0.8659,0.22028,0.34579,4.0416,0,0.21628,0.8977,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
197,1119.61,0.32605,5.80865,0,0.23121,0.91509,0.96633,0.98333,0.99134,0.94826,0.81904,0.83333,0.83576,0.20773,0.34281,4.12562,0,0.2208,0.89982,0.00367152,0.00122384,0.00367152,0.00122384,0.00367152,0.00122384,0.00367152,0.00122384
198,1125.3,0.31468,5.9366,0,0.22214,0.91257,0.96628,0.98333,0.99175,0.94941,0.85162,0.86667,0.85399,0.20778,0.34346,4.07146,0,0.23451,0.90024,0.00365964,0.00121988,0.00365964,0.00121988,0.00365964,0.00121988,0.00365964,0.00121988
199,1130.8,0.32321,5.92086,0,0.22593,0.91298,0.96639,0.98333,0.99273,0.94999,0.8608,0.85,0.87215,0.17823,0.35413,4.16723,0,0.22637,0.90233,0.00364776,0.00121592,0.00364776,0.00121592,0.00364776,0.00121592,0.00364776,0.00121592
200,1136.59,0.3113,5.78293,0,0.21755,0.90711,0.96655,0.98333,0.99256,0.94158,0.83558,0.85,0.85992,0.20876,0.33338,4.05251,0,0.22423,0.87921,0.00363588,0.00121196,0.00363588,0.00121196,0.00363588,0.00121196,0.00363588,0.00121196
201,1141.85,0.31179,5.68536,0,0.2167,0.90812,0.96621,0.98333,0.99236,0.94679,0.85158,0.86667,0.89044,0.22208,0.32308,3.95871,0,0.21055,0.87048,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
202,1147.72,0.3116,5.75328,0,0.22078,0.90304,0.96627,0.98333,0.99202,0.95324,0.83525,0.85,0.87097,0.21394,0.3152,4.00849,0,0.21599,0.86438,0.00361212,0.00120404,0.00361212,0.00120404,0.00361212,0.00120404,0.00361212,0.00120404
203,1153.23,0.31533,5.70532,0,0.22612,0.91465,0.96655,0.98333,0.99273,0.95926,0.86824,0.88333,0.90621,0.22933,0.30811,3.95259,0,0.2246,0.85848,0.00360024,0.00120008,0.00360024,0.00120008,0.00360024,0.00120008,0.00360024,0.00120008
204,1159.33,0.31851,5.82613,0,0.21523,0.91248,0.96715,0.98333,0.99273,0.95777,0.83868,0.85,0.8502,0.19602,0.31486,4.10207,0,0.22219,0.87056,0.00358836,0.00119612,0.00358836,0.00119612,0.00358836,0.00119612,0.00358836,0.00119612
